epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
120,740.255,1.1403,0.98986,1.03371,0.83481,0.85827,0.89899,0.57396,1.45883,0.96821,1.0691,0.00176174,0.000587248,0.00176174,0.000587248,0.00176174,0.000587248,0.00176174,0.000587248
121,742.425,1.13696,0.92033,0.95708,0.83481,0.85827,0.89899,0.57396,1.45883,0.96821,1.0691,0.00174052,0.000580174,0.00174052,0.000580174,0.00174052,0.000580174,0.00174052,0.000580174
122,745.428,1.26036,0.99949,1.04602,0.86124,0.84921,0.89868,0.58067,1.4714,1.00246,1.06532,0.0017193,0.0005731,0.0017193,0.0005731,0.0017193,0.0005731,0.0017193,0.0005731
123,750.55,1.17664,0.98913,1.01955,0.86124,0.84921,0.89868,0.58067,1.4714,1.00246,1.06532,0.00169808,0.000566027,0.00169808,0.000566027,0.00169808,0.000566027,0.00169808,0.000566027
124,756.636,1.14213,0.95257,0.98181,0.86124,0.84921,0.89868,0.58067,1.4714,1.00246,1.06532,0.00167686,0.000558953,0.00167686,0.000558953,0.00167686,0.000558953,0.00167686,0.000558953
125,758.839,1.06429,0.8954,1.02636,0.86124,0.84921,0.89868,0.58067,1.4714,1.00246,1.06532,0.00165564,0.00055188,0.00165564,0.00055188,0.00165564,0.00055188,0.00165564,0.00055188
126,765.065,1.09626,0.93251,1.01557,0.86507,0.84392,0.90709,0.57258,1.44524,0.97985,1.06756,0.00163442,0.000544806,0.00163442,0.000544806,0.00163442,0.000544806,0.00163442,0.000544806
127,773.282,1.10563,0.83796,0.96026,0.86507,0.84392,0.90709,0.57258,1.44524,0.97985,1.06756,0.0016132,0.000537733,0.0016132,0.000537733,0.0016132,0.000537733,0.0016132,0.000537733
128,775.551,1.12538,0.89411,0.9993,0.86507,0.84392,0.90709,0.57258,1.44524,0.97985,1.06756,0.00159198,0.000530659,0.00159198,0.000530659,0.00159198,0.000530659,0.00159198,0.000530659
129,781.194,0.95097,0.75175,0.97312,0.86507,0.84392,0.90709,0.57258,1.44524,0.97985,1.06756,0.00157076,0.000523586,0.00157076,0.000523586,0.00157076,0.000523586,0.00157076,0.000523586
130,787.594,1.02304,0.89245,0.97905,0.84779,0.86269,0.92012,0.57895,1.40028,0.98183,1.05792,0.00154954,0.000516512,0.00154954,0.000516512,0.00154954,0.000516512,0.00154954,0.000516512
131,789.878,0.97372,0.78297,0.95687,0.84779,0.86269,0.92012,0.57895,1.40028,0.98183,1.05792,0.00152832,0.000509438,0.00152832,0.000509438,0.00152832,0.000509438,0.00152832,0.000509438
132,795.588,1.04804,0.86402,0.97774,0.84779,0.86269,0.92012,0.57895,1.40028,0.98183,1.05792,0.00150709,0.000502365,0.00150709,0.000502365,0.00150709,0.000502365,0.00150709,0.000502365
133,798.111,1.11988,0.93332,1.0756,0.84779,0.86269,0.92012,0.57895,1.40028,0.98183,1.05792,0.00148587,0.000495291,0.00148587,0.000495291,0.00148587,0.000495291,0.00148587,0.000495291
134,806.067,1.05307,1.01487,0.94723,0.83026,0.88958,0.90865,0.5778,1.38374,0.97352,1.05147,0.00146465,0.000488218,0.00146465,0.000488218,0.00146465,0.000488218,0.00146465,0.000488218
135,809.256,1.02235,0.75131,0.9868,0.83026,0.88958,0.90865,0.5778,1.38374,0.97352,1.05147,0.00144343,0.000481144,0.00144343,0.000481144,0.00144343,0.000481144,0.00144343,0.000481144
136,811.827,0.96478,0.80458,0.96226,0.83026,0.88958,0.90865,0.5778,1.38374,0.97352,1.05147,0.00142221,0.000474071,0.00142221,0.000474071,0.00142221,0.000474071,0.00142221,0.000474071
137,814.915,1.17206,0.93772,1.06425,0.83026,0.88958,0.90865,0.5778,1.38374,0.97352,1.05147,0.00140099,0.000466997,0.00140099,0.000466997,0.00140099,0.000466997,0.00140099,0.000466997
138,817.249,0.92931,0.71556,0.94337,0.8493,0.89683,0.91316,0.57639,1.3729,0.95839,1.04986,0.00137977,0.000459924,0.00137977,0.000459924,0.00137977,0.000459924,0.00137977,0.000459924
139,824.4,1.11313,1.02391,1.05736,0.8493,0.89683,0.91316,0.57639,1.3729,0.95839,1.04986,0.00135855,0.00045285,0.00135855,0.00045285,0.00135855,0.00045285,0.00135855,0.00045285
140,830.475,0.89977,0.72264,0.95047,0.8493,0.89683,0.91316,0.57639,1.3729,0.95839,1.04986,0.00133733,0.000445777,0.00133733,0.000445777,0.00133733,0.000445777,0.00133733,0.000445777
141,832.647,0.92733,0.73775,0.94011,0.8493,0.89683,0.91316,0.57639,1.3729,0.95839,1.04986,0.00131611,0.000438703,0.00131611,0.000438703,0.00131611,0.000438703,0.00131611,0.000438703
142,836.176,0.92112,0.77182,0.95946,0.88,0.78133,0.87981,0.57629,1.32808,1.04635,1.03597,0.00129489,0.000431629,0.00129489,0.000431629,0.00129489,0.000431629,0.00129489,0.000431629
143,842.617,0.97211,0.78604,0.96809,0.88,0.78133,0.87981,0.57629,1.32808,1.04635,1.03597,0.00127367,0.000424556,0.00127367,0.000424556,0.00127367,0.000424556,0.00127367,0.000424556
144,844.659,0.93378,0.7401,0.94892,0.88,0.78133,0.87981,0.57629,1.32808,1.04635,1.03597,0.00125245,0.000417482,0.00125245,0.000417482,0.00125245,0.000417482,0.00125245,0.000417482
145,847.052,1.00421,0.8894,0.99492,0.88,0.78133,0.87981,0.57629,1.32808,1.04635,1.03597,0.00123123,0.000410409,0.00123123,0.000410409,0.00123123,0.000410409,0.00123123,0.000410409
146,853.163,0.93388,0.74237,0.90058,0.86991,0.80714,0.90964,0.60922,1.32484,1.00515,1.03503,0.00121001,0.000403335,0.00121001,0.000403335,0.00121001,0.000403335,0.00121001,0.000403335
147,857.918,0.94688,0.77095,0.96476,0.86991,0.80714,0.90964,0.60922,1.32484,1.00515,1.03503,0.00118879,0.000396262,0.00118879,0.000396262,0.00118879,0.000396262,0.00118879,0.000396262
148,865.926,1.01142,0.8774,1.01852,0.86991,0.80714,0.90964,0.60922,1.32484,1.00515,1.03503,0.00116756,0.000389188,0.00116756,0.000389188,0.00116756,0.000389188,0.00116756,0.000389188
149,877.466,1.00144,0.74621,0.97404,0.86991,0.80714,0.90964,0.60922,1.32484,1.00515,1.03503,0.00114634,0.000382115,0.00114634,0.000382115,0.00114634,0.000382115,0.00114634,0.000382115
150,884.612,0.92684,0.74164,0.95846,0.88,0.78352,0.90576,0.59781,1.33313,1.01295,1.04129,0.00112512,0.000375041,0.00112512,0.000375041,0.00112512,0.000375041,0.00112512,0.000375041
151,892.433,1.08474,0.84949,0.95515,0.88,0.78352,0.90576,0.59781,1.33313,1.01295,1.04129,0.0011039,0.000367967,0.0011039,0.000367967,0.0011039,0.000367967,0.0011039,0.000367967
152,898.025,1.00572,0.79422,0.98868,0.88,0.78352,0.90576,0.59781,1.33313,1.01295,1.04129,0.00108268,0.000360894,0.00108268,0.000360894,0.00108268,0.000360894,0.00108268,0.000360894
153,901.07,1.03386,0.88906,1.01164,0.88,0.78352,0.90576,0.59781,1.33313,1.01295,1.04129,0.00106146,0.00035382,0.00106146,0.00035382,0.00106146,0.00035382,0.00106146,0.00035382
154,905.073,0.94327,0.71179,0.94302,0.88565,0.81563,0.92307,0.59797,1.32788,1.00067,1.04044,0.00104024,0.000346747,0.00104024,0.000346747,0.00104024,0.000346747,0.00104024,0.000346747
155,907.451,0.95115,0.70838,0.93779,0.88565,0.81563,0.92307,0.59797,1.32788,1.00067,1.04044,0.00101902,0.000339673,0.00101902,0.000339673,0.00101902,0.000339673,0.00101902,0.000339673
156,913.771,0.98176,0.77632,0.93537,0.88565,0.81563,0.92307,0.59797,1.32788,1.00067,1.04044,0.000997799,0.0003326,0.000997799,0.0003326,0.000997799,0.0003326,0.000997799,0.0003326
157,915.827,1.03404,0.7719,1.00702,0.88565,0.81563,0.92307,0.59797,1.32788,1.00067,1.04044,0.000976579,0.000325526,0.000976579,0.000325526,0.000976579,0.000325526,0.000976579,0.000325526
158,920.829,1.10179,0.87222,1.00825,0.88521,0.83094,0.92694,0.61002,1.29471,1.00719,1.02593,0.000955358,0.000318453,0.000955358,0.000318453,0.000955358,0.000318453,0.000955358,0.000318453
159,926.403,1.02818,0.78668,0.97156,0.88521,0.83094,0.92694,0.61002,1.29471,1.00719,1.02593,0.000934137,0.000311379,0.000934137,0.000311379,0.000934137,0.000311379,0.000934137,0.000311379
160,936.044,0.95271,0.7904,0.95986,0.88521,0.83094,0.92694,0.61002,1.29471,1.00719,1.02593,0.000912917,0.000304306,0.000912917,0.000304306,0.000912917,0.000304306,0.000912917,0.000304306
161,942.443,0.90027,0.76516,0.94947,0.88521,0.83094,0.92694,0.61002,1.29471,1.00719,1.02593,0.000891696,0.000297232,0.000891696,0.000297232,0.000891696,0.000297232,0.000891696,0.000297232
162,948.582,1.03188,0.86111,0.98528,0.89256,0.87524,0.93431,0.61283,1.28501,0.95992,1.0234,0.000870475,0.000290158,0.000870475,0.000290158,0.000870475,0.000290158,0.000870475,0.000290158
163,958.245,0.94676,0.7815,0.95896,0.89256,0.87524,0.93431,0.61283,1.28501,0.95992,1.0234,0.000849255,0.000283085,0.000849255,0.000283085,0.000849255,0.000283085,0.000849255,0.000283085
164,961.466,1.07963,0.82464,1.00436,0.89256,0.87524,0.93431,0.61283,1.28501,0.95992,1.0234,0.000828034,0.000276011,0.000828034,0.000276011,0.000828034,0.000276011,0.000828034,0.000276011
165,970.383,1.01032,0.90633,1.01567,0.89256,0.87524,0.93431,0.61283,1.28501,0.95992,1.0234,0.000806813,0.000268938,0.000806813,0.000268938,0.000806813,0.000268938,0.000806813,0.000268938
166,975.731,0.91924,0.72701,0.91858,0.92974,0.89445,0.93777,0.61874,1.24864,0.92612,1.01183,0.000785593,0.000261864,0.000785593,0.000261864,0.000785593,0.000261864,0.000785593,0.000261864
167,992.286,0.99718,0.7893,0.97672,0.92974,0.89445,0.93777,0.61874,1.24864,0.92612,1.01183,0.000764372,0.000254791,0.000764372,0.000254791,0.000764372,0.000254791,0.000764372,0.000254791
168,999.879,0.84937,0.70331,0.94553,0.92974,0.89445,0.93777,0.61874,1.24864,0.92612,1.01183,0.000743151,0.000247717,0.000743151,0.000247717,0.000743151,0.000247717,0.000743151,0.000247717
169,1005.06,0.94383,0.71158,0.93662,0.92974,0.89445,0.93777,0.61874,1.24864,0.92612,1.01183,0.000721931,0.000240644,0.000721931,0.000240644,0.000721931,0.000240644,0.000721931,0.000240644
170,1010.12,0.89113,0.74693,0.94866,0.92587,0.89683,0.93556,0.62254,1.25668,0.92387,1.00634,0.00070071,0.00023357,0.00070071,0.00023357,0.00070071,0.00023357,0.00070071,0.00023357
171,1021.93,0.98474,0.78859,0.96625,0.92587,0.89683,0.93556,0.62254,1.25668,0.92387,1.00634,0.00067949,0.000226497,0.00067949,0.000226497,0.00067949,0.000226497,0.00067949,0.000226497
172,1065.57,0.90605,0.76194,0.95513,0.92587,0.89683,0.93556,0.62254,1.25668,0.92387,1.00634,0.000658269,0.000219423,0.000658269,0.000219423,0.000658269,0.000219423,0.000658269,0.000219423
173,1072.23,1.0602,0.75892,0.96224,0.92587,0.89683,0.93556,0.62254,1.25668,0.92387,1.00634,0.000637048,0.000212349,0.000637048,0.000212349,0.000637048,0.000212349,0.000637048,0.000212349
174,1133.78,0.91575,0.69487,0.91236,0.92346,0.86886,0.92735,0.61365,1.23231,0.93679,1.00152,0.000615828,0.000205276,0.000615828,0.000205276,0.000615828,0.000205276,0.000615828,0.000205276
175,1139.66,0.90718,0.76995,0.95837,0.92346,0.86886,0.92735,0.61365,1.23231,0.93679,1.00152,0.000594607,0.000198202,0.000594607,0.000198202,0.000594607,0.000198202,0.000594607,0.000198202
176,1147.96,0.80367,0.66949,0.92166,0.92346,0.86886,0.92735,0.61365,1.23231,0.93679,1.00152,0.000573386,0.000191129,0.000573386,0.000191129,0.000573386,0.000191129,0.000573386,0.000191129
177,1150.68,0.79349,0.63652,0.89839,0.92346,0.86886,0.92735,0.61365,1.23231,0.93679,1.00152,0.000552166,0.000184055,0.000552166,0.000184055,0.000552166,0.000184055,0.000552166,0.000184055
178,1179.05,0.94416,0.78427,0.94976,0.91917,0.86834,0.92656,0.61739,1.24136,0.94996,1.00405,0.000530945,0.000176982,0.000530945,0.000176982,0.000530945,0.000176982,0.000530945,0.000176982
179,1181.29,0.9008,0.73455,0.9399,0.91917,0.86834,0.92656,0.61739,1.24136,0.94996,1.00405,0.000509724,0.000169908,0.000509724,0.000169908,0.000509724,0.000169908,0.000509724,0.000169908
180,1184.8,0.92027,0.6859,0.93773,0.91917,0.86834,0.92656,0.61739,1.24136,0.94996,1.00405,0.000488504,0.000162835,0.000488504,0.000162835,0.000488504,0.000162835,0.000488504,0.000162835
181,1227.58,0.93429,0.73989,0.95428,0.91917,0.86834,0.92656,0.61739,1.24136,0.94996,1.00405,0.000467283,0.000155761,0.000467283,0.000155761,0.000467283,0.000155761,0.000467283,0.000155761
182,1229.92,0.90945,0.74217,0.97128,0.90262,0.88218,0.93581,0.61876,1.24511,0.90147,1.0025,0.000446062,0.000148687,0.000446062,0.000148687,0.000446062,0.000148687,0.000446062,0.000148687
183,1235.97,1.0062,0.78538,0.98548,0.90262,0.88218,0.93581,0.61876,1.24511,0.90147,1.0025,0.000424842,0.000141614,0.000424842,0.000141614,0.000424842,0.000141614,0.000424842,0.000141614
184,1242.03,0.93209,0.72335,0.92783,0.90262,0.88218,0.93581,0.61876,1.24511,0.90147,1.0025,0.000403621,0.00013454,0.000403621,0.00013454,0.000403621,0.00013454,0.000403621,0.00013454
185,1244.82,0.9105,0.66984,0.93502,0.90262,0.88218,0.93581,0.61876,1.24511,0.90147,1.0025,0.0003824,0.000127467,0.0003824,0.000127467,0.0003824,0.000127467,0.0003824,0.000127467
186,1250.64,0.89946,0.66828,0.92364,0.9143,0.89683,0.93759,0.62096,1.2582,0.88963,1.00759,0.00036118,0.000120393,0.00036118,0.000120393,0.00036118,0.000120393,0.00036118,0.000120393
187,1296.91,0.815,0.6229,0.94011,0.9143,0.89683,0.93759,0.62096,1.2582,0.88963,1.00759,0.000339959,0.00011332,0.000339959,0.00011332,0.000339959,0.00011332,0.000339959,0.00011332
188,1299.33,0.99875,0.73284,1.00411,0.9143,0.89683,0.93759,0.62096,1.2582,0.88963,1.00759,0.000318738,0.000106246,0.000318738,0.000106246,0.000318738,0.000106246,0.000318738,0.000106246
189,1303.52,0.87637,0.7578,0.94245,0.9143,0.89683,0.93759,0.62096,1.2582,0.88963,1.00759,0.000297518,9.91726e-05,0.000297518,9.91726e-05,0.000297518,9.91726e-05,0.000297518,9.91726e-05
190,1350.26,1.0244,0.97439,0.98486,0.9234,0.89683,0.92087,0.62074,1.25619,0.88236,1.00965,0.000276297,9.20991e-05,0.000276297,9.20991e-05,0.000276297,9.20991e-05,0.000276297,9.20991e-05
191,1358.98,0.84594,0.75281,0.94449,0.9234,0.89683,0.92087,0.62074,1.25619,0.88236,1.00965,0.000255077,8.50255e-05,0.000255077,8.50255e-05,0.000255077,8.50255e-05,0.000255077,8.50255e-05
192,1363.23,0.81904,0.73833,0.93233,0.9234,0.89683,0.92087,0.62074,1.25619,0.88236,1.00965,0.000233856,7.7952e-05,0.000233856,7.7952e-05,0.000233856,7.7952e-05,0.000233856,7.7952e-05
193,1365.51,0.87574,0.81386,0.9439,0.9234,0.89683,0.92087,0.62074,1.25619,0.88236,1.00965,0.000212635,7.08784e-05,0.000212635,7.08784e-05,0.000212635,7.08784e-05,0.000212635,7.08784e-05
194,1369.61,0.84463,0.77059,0.93999,0.95505,0.89141,0.92307,0.61297,1.30473,0.89272,1.02286,0.000191415,6.38049e-05,0.000191415,6.38049e-05,0.000191415,6.38049e-05,0.000191415,6.38049e-05
195,1372.55,0.88082,0.75726,0.91821,0.95505,0.89141,0.92307,0.61297,1.30473,0.89272,1.02286,0.000170194,5.67313e-05,0.000170194,5.67313e-05,0.000170194,5.67313e-05,0.000170194,5.67313e-05
196,1414.56,0.94846,0.76777,0.93299,0.95505,0.89141,0.92307,0.61297,1.30473,0.89272,1.02286,0.000148973,4.96578e-05,0.000148973,4.96578e-05,0.000148973,4.96578e-05,0.000148973,4.96578e-05
197,1420.33,0.88224,0.79735,0.94386,0.95505,0.89141,0.92307,0.61297,1.30473,0.89272,1.02286,0.000127753,4.25842e-05,0.000127753,4.25842e-05,0.000127753,4.25842e-05,0.000127753,4.25842e-05
198,1426.54,0.89053,0.8363,0.96069,0.9493,0.90531,0.9269,0.6158,1.3323,0.85072,1.03035,0.000106532,3.55107e-05,0.000106532,3.55107e-05,0.000106532,3.55107e-05,0.000106532,3.55107e-05
199,1428.99,0.78036,0.79243,0.94279,0.9493,0.90531,0.9269,0.6158,1.3323,0.85072,1.03035,8.53113e-05,2.84371e-05,8.53113e-05,2.84371e-05,8.53113e-05,2.84371e-05,8.53113e-05,2.84371e-05
200,1434.75,1.09369,0.89876,0.92494,0.9493,0.90531,0.9269,0.6158,1.3323,0.85072,1.03035,6.40907e-05,2.13636e-05,6.40907e-05,2.13636e-05,6.40907e-05,2.13636e-05,6.40907e-05,2.13636e-05
